ID,title,category,core_skills,further_skills,letter
15682,Ingenieur/in - Sport,Tätigkeit nach Studium,"['Arbeitsvorbereitung', 'Betriebsmitteleinsatz planen', 'CAD (Computer Aided Design)-Systeme anwenden', 'Entwicklung', 'Fertigungstechnik', 'Kalkulation', 'Konstruktion', 'Projektierung', 'Sportartikel, Sportgeräte', 'Sportgeräteherstellung', 'Sportwissenschaften']","['Betriebswirtschaftslehre', 'Breitensport', 'Lehrtätigkeit (Hochschule)', 'Leistungssport', 'Produktmanagement', 'Projektmanagement', 'Qualitätsmanagement', 'Sportschuhe', 'Training', 'Vertrieb', 'Wartung, Reparatur, Instandhaltung']",I
100523,Ingenieur/in - Systems Engineering,Tätigkeit nach Studium,"['Arbeitsvorbereitung', 'Automatisierungstechnik, Prozessautomatisierung', 'Betriebsmitteleinsatz planen', 'CAM-, CIM-Systeme anwenden', 'Elektrotechnik', 'Entwicklung', 'Fertigungstechnik', 'Informationstechnik, Computertechnik', 'Produktionsplanung', 'Projektmanagement', 'RAMS-Management']","['Forschung', 'Industrial Engineering', 'Kalkulation', 'Kundenberatung, -betreuung', 'Lehrtätigkeit (Hochschule)', 'Maschinentechnik', 'Mikrosystemtechnik', 'Product-Lifecycle-Management(PLM)-Software', 'Produktionslogistik', 'Programmieren', 'Qualitätsmanagement', 'Softwaretechnik, Software-Engineering', 'Technische Informatik', 'Theoretische Informatik', 'Virtual Prototyping', 'Wartung, Reparatur, Instandhaltung']",I
58712,Ingenieur/in - technische Informatik,Tätigkeit nach Studium,"['Angewandte Informatik', 'Anwenderberatung, Anwender-Support (IT)', 'Arbeitsvorbereitung', 'Automatisierungstechnik, Prozessautomatisierung', 'Betriebsmitteleinsatz planen', 'EDV-Anwender-Training', 'Fertigungs-, Auftragssteuerung', 'Fertigungstechnik', 'Hardwareinstallation, Softwareinstallation', 'Informationstechnik, Computertechnik', 'Kalkulation', 'Mechatronik', 'Mess-, Steuer-, Regeltechnik (MSR)', 'Mikrocomputer-, Mikroprozessortechnik', 'Modellbildung, Simulation (IT)', 'Programmieren', 'Roboter- und Handhabungstechnik', 'Softwaretechnik, Software-Engineering', 'Systembetreuung, Systemadministration, Systemverwaltung', 'Technische Informatik']","['5G-Technologie', 'CAM-, CIM-Systeme anwenden', 'Datenbankadministration, -management, -organisation', 'Datenübernahme, Datenaufbereitung', 'Forschung', 'Lehrtätigkeit (Hochschule)', 'Mathematik', 'Produktionsplanungssysteme (PPS)', 'Projektmanagement', 'Qualitätsmanagement', 'Systemintegration', 'Systemsoftware (Entwicklung, Programmierung, Analyse)']",I
59413,Ingenieur/in - Technische Kybernetik,Tätigkeit nach Studium,"['Automatisierungstechnik, Prozessautomatisierung', 'Entwicklung', 'Expertensysteme, Künstliche Intelligenz', 'Fertigungstechnik', 'Forschung', 'Informationstechnik, Computertechnik', 'Konstruktion', 'Modellbildung, Simulation (IT)', 'Technische Kybernetik']","['Angewandte Mathematik', 'Anwendungstechnik, Anwendungsberatung', 'Großrechnertechnik (Mainframe, IBM 3090)', 'Gutachter-, Sachverständigentätigkeit', 'Kalkulation', 'Lehrtätigkeit (Hochschule)', 'Maschinentechnik', 'Mathematik', 'Mechatronik', 'Mess-, Steuer-, Regeltechnik (MSR)', 'Programmieren', 'Projektmanagement', 'Prozessrechnertechnik', 'Qualitätsmanagement', 'Technische Informatik', 'Theoretische Informatik', 'Virtual Prototyping']",I
59418,Ingenieur/in - Technologie der Kosmetika und Waschmittel,Tätigkeit nach Studium,"['Arbeitsvorbereitung', 'Betriebsmitteleinsatz planen', 'Entwicklung', 'Fertigungstechnik', 'Laborarbeiten, Labortechnik', 'Lebensmitteltechnologie', 'Mikrobiologie', 'Technologie der Kosmetika und Waschmittel', 'Verfahrenstechnik']","['Betriebstechnik', 'Betriebswirtschaftslehre', 'Chemie', 'Kalkulation', 'Konservierungstechnik', 'Lebensmittelhygiene', 'Lebensmittelrecht', 'Lehrtätigkeit (Hochschule)', 'Mess-, Steuer-, Regeltechnik (MSR)', 'Organische Chemie', 'Physikalische Chemie', 'Produktmanagement', 'Projektmanagement', 'Qualitätsmanagement', 'Verpackungstechnik']",I
58739,Ingenieur/in - Textiltechnik,Tätigkeit nach Studium,"['Arbeitsvorbereitung', 'Bekleidungstechnik', 'Betriebsmitteleinsatz planen', 'Entwicklung', 'Faserchemie, Textilchemie', 'Fertigungstechnik', 'Konstruktion', 'Laborarbeiten, Labortechnik', 'Leder - Materialkunde', 'Ledertechnik', 'Maschinentechnik', 'Materialwirtschaft', 'Textiltechnik', 'Umweltschutz, Umwelttechnik']","['Betriebswirtschaftslehre', 'CAD (Computer Aided Design)-Systeme anwenden', 'Chemisch-technische Textilprüfung', 'Gerben', 'Kalkulation', 'Kollektionserstellung, -entwicklung', 'Lederfärben', 'Lederzurichtung', 'Lehrtätigkeit (Hochschule)', 'Logistik', 'Physikalisch-technische Textilprüfung', 'Produktmanagement', 'Projektmanagement', 'Qualitätsmanagement', 'Smarte Textilien', 'Textilgestaltung, Textildesign', 'Textilveredelung', 'Vertrieb', 'Vliesstoffherstellung']",I
59420,Ingenieur/in - Umweltschutz/Umwelttechnik,Tätigkeit nach Studium,"['Arbeitsvorbereitung', 'Betriebsmitteleinsatz planen', 'Chemische Untersuchungs- und Messverfahren', 'Emissions-, Immissionsschutz', 'Entwicklung', 'Konstruktion', 'Laborarbeiten, Labortechnik', 'Messtechnik', 'Physikalische Mess-, Prüfverfahren', 'Probenahme', 'Umweltanalytik, Schadstoffuntersuchung', 'Umweltschutz, Umwelttechnik']","['Analytische Chemie', 'Dokumentation (technisch)', 'Forschung', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Lärmschutz', 'Lehrtätigkeit (Hochschule)', 'Messdaten auswerten', 'Ökologie', 'Projektmanagement', 'Qualitätsmanagement', 'Umweltberatung', 'Umweltrecht', 'Verfahrenstechnik']",I
59423,Ingenieur/in - Veranstaltungstechnik,Tätigkeit nach Studium,"['Arbeitsvorbereitung', 'Auf-, Umbau (Bühne, Film)', 'Beschallungstechnik', 'Betriebsmitteleinsatz planen', 'Bühnen-, Theatertechnik', 'Elektroinstallation', 'Entwicklung', 'Kalkulation', 'Lichttechnik, Beleuchtung', 'Messen, Kongresse und Veranstaltungen planen und durchführen', 'Studiotechnik', 'Veranstaltungstechnik']","['Aufnahmetechnik', 'Bildtechnik', 'Brandschutz', 'Elektronik', 'Energieverteilung, Energieversorgung', 'Event-Management', 'Gebäudesystemtechnik, Gebäudeleittechnik', 'Kosten- und Leistungsrechnung', 'Kundenberatung, -betreuung', 'Mess-, Steuer-, Regeltechnik (MSR)', 'Produktion (Bühne, Film, Fernsehen, Video, Audiovision)', 'Projektmanagement', 'Qualitätsmanagement', 'Schaltungstechnik', 'Sicherheitstechnik', 'Tontechnik']",I
58740,Ingenieur/in - Verfahrenstechnik,Tätigkeit nach Studium,"['Anlagenbau', 'Anlagenplanung (Versorgungs-, Verfahrenstechnik)', 'Arbeitsvorbereitung', 'Betriebsmitteleinsatz planen', 'Bioverfahrenstechnik', 'Brennstofftechnik', 'Entwicklung', 'Kalkulation', 'Konstruktion', 'Maschinentechnik', 'Mess-, Steuer-, Regeltechnik (MSR)', 'Prozessanalytik', 'Technische Mechanik', 'Thermische Energietechnik', 'Verfahrenstechnik']","['Automatisierungstechnik, Prozessautomatisierung', 'Brennstoffzellentechnik', 'CAD (Computer Aided Design)-Systeme anwenden', 'CAM-, CIM-Systeme anwenden', 'Chemische Verfahrenstechnik', 'CNC-Kenntnisse, CNC-Programmieren', 'Elektronik', 'Elektrotechnik', 'Energieerzeugung', 'Forschung', 'Instandhaltungsmanagement', 'Prozessleittechnik', 'Qualitätsmanagement', 'Roboter- und Handhabungstechnik', 'SPS-Programmierung, SPS-Technik', 'Technische Physik', 'Thermodynamik', 'Wasserstofftechnik']",I
59425,Ingenieur/in - Verkehrswesen,Tätigkeit nach Studium,"['Automatisierungstechnik, Prozessautomatisierung', 'Betriebs- und Sicherungsleittechnik', 'Entwicklung', 'Informationstechnik, Computertechnik', 'Kalkulation', 'Konstruktion', 'Maschinentechnik', 'Modellbildung, Simulation (IT)', 'Softwaretechnik, Software-Engineering', 'Technische Mechanik', 'Verkehrsmanagement', 'Verkehrsplanung', 'Verkehrspolitik', 'Verkehrstechnik']","['Angewandte Informatik', 'Arbeitsvorbereitung', 'Betriebsmitteleinsatz planen', 'Digitale Verkehrs- und Parkleitsysteme', 'Elektronik', 'Elektrotechnik', 'Energieverteilung, Energieversorgung', 'Fahrplangestaltung', 'Forschung', 'Lehrtätigkeit (Hochschule)', 'Lidar-Technologien', 'Mechatronik', 'Mess-, Steuer-, Regeltechnik (MSR)', 'Numerische Mathematik', 'Physikalische Mess-, Prüfverfahren', 'Qualitätsmanagement', 'Technische Informatik', 'Technische Physik', 'Transportlogistik']",I
58742,Ingenieur/in - Verpackungstechnik,Tätigkeit nach Studium,"['Arbeitsvorbereitung', 'Betriebsmitteleinsatz planen', 'Entwicklung', 'Fertigungstechnik', 'Konstruktion', 'Materialwirtschaft', 'Packstoffe, Packmittel', 'Verpackungsgestaltung', 'Verpackungsmaschinen', 'Verpackungsrecht', 'Verpackungstechnik']","['Anwendungstechnik, Anwendungsberatung', 'CAD (Computer Aided Design)-Systeme anwenden', 'CAM-, CIM-Systeme anwenden', 'Drucktechnik', 'Elektronik', 'Elektrotechnik', 'Instandhaltungsmanagement', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Lehrtätigkeit (Hochschule)', 'Maschinentechnik', 'Mess-, Steuer-, Regeltechnik (MSR)', 'Projektmanagement', 'Qualitätsmanagement', 'Recycling', 'Smarte Verpackungen', 'Transport- und Lagertechnik', 'Umweltschutz, Umwelttechnik', 'Verfahrenstechnik']",I
59428,Ingenieur/in - Versorgungstechnik,Tätigkeit nach Studium,"['Arbeitsvorbereitung', 'Betriebsmitteleinsatz planen', 'Gebäudesystemtechnik, Gebäudeleittechnik', 'Haustechnik', 'Heizungstechnik', 'Klimatechnik', 'Konstruktion', 'Lüftungstechnik', 'Mess-, Steuer-, Regeltechnik (MSR)', 'Qualitätsmanagement', 'Qualitätsprüfung, Qualitätssicherung', 'Sanitärtechnik', 'Versorgungstechnik']","['Bäder- und Schwimmbadtechnik', 'Bauüberwachung (Objektüberwachung)', 'CAD (Computer Aided Design)-Systeme anwenden', 'Druckprüfung (Rohrleitungs-, Behälterbau)', 'Forschung', 'Fotovoltaik', 'Instandhaltungsmanagement', 'Kalkulation', 'Korrosionsschutz', 'Kundenberatung, -betreuung', 'Kundendienst', 'Lehrtätigkeit (Hochschule)', 'Montage (Versorgungstechnik)', 'Smart Grid-Technologie', 'Solarthermie', 'Tankanlagen', 'Wartung, Reparatur, Instandhaltung', 'Wartungs- und Instandhaltungsroboter']",I
59343,Ingenieur/in - Wasserwirtschaft,Tätigkeit nach Studium,"['Arbeitsvorbereitung', 'Bauabnahme', 'Baukonstruktion', 'Bauleitung', 'Betonbau', 'Betriebsmitteleinsatz planen', 'Gewässerschutz', 'Hydrologie', 'Kalkulation', 'Konstruktiver Ingenieurbau', 'Siedlungswasserwirtschaft', 'Umweltschutz, Umwelttechnik', 'Wasserbau', 'Wasserrecht', 'Wasserwirtschaft']","['Ausschreibung, Vergabe, Leistungsbeschreibung', 'Baubetrieb', 'Bauinformatik', 'Bauphysik', 'Baustoffkunde, -technologie', 'Bau- und Architektenrecht', 'Deichbau', 'Digitales Wassermanagement', 'Forschung', 'Grundbau', 'Gutachter-, Sachverständigentätigkeit', 'Lehrtätigkeit (Hochschule)', 'Projektmanagement', 'Qualitätsmanagement', 'Stahlwasserbau', 'Umweltrecht', 'Unterschwellenvergabeordnung (UVgO)', 'VOB (Verdingungsordnung für Bauleistungen)', 'VOL (Vergabe- und Vertragsordnung für Leistungen)']",I
58744,Ingenieur/in - Werkstofftechnik,Tätigkeit nach Studium,"['Arbeitsvorbereitung', 'Betriebsmitteleinsatz planen', 'Entwicklung', 'Laborarbeiten, Labortechnik', 'Materialphysik', 'Metallografie', 'Oberflächentechnik', 'Physikalische Mess-, Prüfverfahren', 'Werkstoffprüfung', 'Werkstofftechnik']","['Chemie', 'Dünnschichttechnik', 'Farben-, Lacktechnik', 'Forschung', 'Galvanotechnik', 'Gutachter-, Sachverständigentätigkeit', 'Kalkulation', 'Keramtechnik', 'Korrosionsschutz', 'Lehrtätigkeit (Hochschule)', 'Messtechnik', 'Metallvergütung', 'Projektmanagement', 'Qualitätsmanagement', 'Smarte Glas- und Keramik-Technologien', 'Smarte Kunststoffe', 'Smarte Textilien', 'Technische Mechanik', 'Umformtechnik - Kaltumformung', 'Umformtechnik - Warmumformung']",I
94341,"Ingenieurinformatik, Computational Engineering (grundst.)",Studienfach,,,I
93654,"Ingenieurinformatik, Computational Engineering (weiterf.)",Studienfach,,,I
59313,Ingenieurinformatiker/in,Tätigkeit nach Studium,"['Angewandte Informatik', 'Anwenderberatung, Anwender-Support (IT)', 'Automatisierungstechnik, Prozessautomatisierung', 'Datenbankadministration, -management, -organisation', 'EDV-Anwender-Training', 'Entwicklung', 'Hardwareinstallation, Softwareinstallation', 'Informationstechnik, Computertechnik', 'Modellbildung, Simulation (IT)', 'Nachrichtentechnik, Kommunikationstechnik', 'Netzwerkadministration, -management, -organisation', 'Programmieren', 'Prozessleittechnik', 'Softwaretechnik, Software-Engineering', 'Systembetreuung, Systemadministration, Systemverwaltung', 'Systemsoftware (Entwicklung, Programmierung, Analyse)', 'Technische Informatik', 'Treiberprogrammierung']","['CAM-, CIM-Systeme anwenden', 'Datenschutz', 'Elektronik', 'Forschung', 'Grafische Datenverarbeitung', 'IT-Koordination', 'IT-Organisation', 'Lehrtätigkeit (Hochschule)', 'Mathematik', 'Mikrocomputer-, Mikroprozessortechnik', 'Projektmanagement', 'Qualitätsmanagement', 'Systemintegration', 'Theoretische Informatik']",I
126577,Ingenieurpädagoge/-pädagogin,Tätigkeit nach Studium,"['Aus- und Fortbildung', 'Berufs- und Arbeitspädagogik', 'Didaktik', 'Erziehungswissenschaft, Pädagogik', 'Gewerblich-technische Fächer', 'Lernzielkontrolle', 'Methodik', 'Unterricht, Schulung (außerschulischer Bereich)', 'Unterricht an Berufs-, berufsbildenden Schulen']","['Automatisierungstechnik, Prozessautomatisierung', 'Bautechnik', 'Bildungsberatung', 'Bildungsmanagement, -planung', 'Digitale Tafel', 'Elektrotechnik', 'Employee Experience', 'Fachpraktische Unterweisung', 'Fahrzeugbau, -technik', 'Fertigungstechnik', 'Informationstechnik, Computertechnik', 'Lehramt an beruflichen Schulen', 'Maschinentechnik', 'Pädagogische Psychologie, Schulpsychologie', 'Personalentwicklung', 'Recherche, Informationsbeschaffung']",I
126576,Ingenieurpädagogik (grundständig),Studienfach,,,I
126578,Ingenieurpädagogik (weiterführend),Studienfach,,,I
94009,Ingenieurwissenschaft (grundständig),Studienfach,,,I
94089,Ingenieurwissenschaft (weiterführend),Studienfach,,,I
27827,Inkassobeauftragte/r (Außendienst),Berufliche Einsatzmöglichkeit,"['Außendienst', 'Inkasso, Außenstände einfordern', 'Insolvenzrecht', 'Mahn- und Klagewesen', 'Schuldnerberatung']","['Berichtswesen, Information', 'Buchführung, Buchhaltung', 'Handelsrecht', 'Vollstreckungswesen, Zwangsvollstreckung', 'Zahlungsverkehr', 'Zwangsvollstreckungsrecht']",I
100517,Innenarchitekt/in,Tätigkeit nach Studium,"['Arbeitsvorbereitung', 'Ausschreibung, Vergabe, Leistungsbeschreibung', 'Bauleitung', 'Bauüberwachung (Objektüberwachung)', 'Bau- und Architektenrecht', 'Detailplanung, Ausführungsplanung (Architektur, Bautechnik)', 'Entwurf', 'Gestaltung, Design', 'Haustechnik', 'Industriedesign, Produktdesign', 'Innenarchitektur', 'Kalkulation', 'Kundenberatung, -betreuung', 'Messe-, Ausstellungsgestaltung', 'Raumgestaltung']","['Badplanung', 'Baubetrieb', 'Baukonstruktion', 'Bausanierung', 'Baustatik', 'Bildbearbeitung, digital', 'Building Information Modeling (BIM)', 'CAD (Computer Aided Design)-Systeme anwenden', 'Forschung', 'Innenausbau (Holz)', 'Lehrtätigkeit (Hochschule)', 'Lichttechnik, Beleuchtung', 'Möbel-Design', 'Qualitätsmanagement', 'Unterschwellenvergabeordnung (UVgO)', 'Vergaberecht', 'Virtuelle Projekträume', 'VOB (Verdingungsordnung für Bauleistungen)', 'VOL (Vergabe- und Vertragsordnung für Leistungen)']",I
94136,Innenarchitektur (grundständig),Studienfach,,,I
94134,Innenarchitektur (weiterführend),Studienfach,,,I
6866,Innendienstleiter/in,Berufliche Einsatzmöglichkeit,"['Abteilungs-, Bereichs-, Ressortleitung', 'Betriebsmitteleinsatz planen', 'Controlling', 'Einkaufsorganisation, -management', 'Kalkulation', 'Personalplanung', 'Personalwesen', 'Vertrieb']","['Ablauforganisation', 'Buchführung, Buchhaltung', 'Büroorganisation, Büromanagement', 'Informations- und Kommunikationsmanagement', 'Kosten- und Leistungsrechnung', 'Kundenberatung, -betreuung', 'Marketing', 'Marktforschung', 'Materialwirtschaft', 'Qualitätsmanagement', 'Revision', 'Terminplanung, -überwachung']",I
129505,Innovationsmanagement (grundständig),Studienfach,,,I
93826,Innovationsmanagement (weiterführend),Studienfach,,,I
15147,Inspektor/in - Notardienst,Andere Weiterbildung,"['Abrechnung', 'Buchführung, Buchhaltung', 'Büroorganisation, Büromanagement', 'Fristenüberwachung', 'Personalwesen', 'Urkundswesen']","['Arbeitsrecht', 'Registerrecht', 'Sachbearbeitung', 'Sozialrecht', 'Vertragsrecht']",I
8414,Inspizient/in,Berufliche Einsatzmöglichkeit,"['Inspizienz (Theater)', 'Produktion (Bühne, Film, Fernsehen, Video, Audiovision)']","['Auf-, Umbau (Bühne, Film)', 'Bühnen-, Theatertechnik', 'Bühnenmusik', 'Lichttechnik, Beleuchtung', 'Requisite', 'Special Effects', 'Tontechnik', 'Veranstaltungstechnik']",I
14373,Installateur- und Heizungsbauermeister/in,Meisterweiterbildung,"['Arbeitsvorbereitung', 'Betriebsmitteleinsatz planen', 'Haustechnik', 'Heizungstechnik', 'Kalkulation', 'Klimatechnik', 'Kundenberatung, -betreuung', 'Lüftungstechnik', 'Mess-, Steuer-, Regeltechnik (MSR)', 'Qualitätsprüfung, Qualitätssicherung', 'Rohrinstallation', 'Sanitärinstallation', 'Versorgungstechnik']","['Arbeitsschutz, Unfallverhütung', 'Ausbildereignungsprüfung', 'Badplanung', 'Betriebsleitung, Betriebsführung', 'Elektrotechnik', 'Fotovoltaik', 'Kosten- und Leistungsrechnung', 'Kundendienst', 'Montage (Versorgungstechnik)', 'Personalplanung', 'Sachkundenachweis nach § 5 Chemikalien-Klimaschutzverordnung', 'Solarthermie', 'SPS-Programmierung, SPS-Technik', 'Störungssuche', 'Wärme- und Kältedämmungen herstellen', 'Wartung, Reparatur, Instandhaltung']",I
5399,Instandhaltungstechniker/in,Berufliche Einsatzmöglichkeit,"['Arbeitsvorbereitung', 'Betriebsmitteleinsatz planen', 'Betriebstechnik', 'Fertigungstechnik', 'Instandhaltungsmanagement', 'Kundendienst', 'Maschinentechnik', 'Qualitätsprüfung, Qualitätssicherung', 'Wartung, Reparatur, Instandhaltung']","['Abwassertechnik', 'Arbeitsschutz, Unfallverhütung', 'Automatisierungstechnik, Prozessautomatisierung', 'Elektrotechnik', 'Fördertechnik', 'Mechatronik', 'Mess-, Steuer-, Regeltechnik (MSR)', 'Störungssuche', 'Umweltschutz, Umwelttechnik', 'Verfahrenstechnik', 'Versorgungstechnik', 'Werkzeugmaschinentechnik']",I
94261,Instrumentalmusik (grundständig),Studienfach,,,I
94015,Instrumentalmusik (weiterführend),Studienfach,,,I
134902,Integrations-/Inklusionsfachkraft,Berufliche Einsatzmöglichkeit,,,I
8384,Intendant/in,Berufliche Einsatzmöglichkeit,"['Aufsicht, Leitung', 'Finanzplanung', 'Intendanz', 'Kalkulation', 'Konzeption (Theater, Film, Fernsehen, Ausstellung)', 'Öffentlichkeitsarbeit, Public Relations', 'Personalwesen', 'Spielplangestaltung']","['Dramaturgie', 'Kinder- und Jugendtheater', 'Kosten- und Leistungsrechnung', 'Kulturmanagement, -verwaltung', 'Lichttechnik, Beleuchtung', 'Marketing', 'Musical', 'Oper', 'Operette', 'Produktion (Bühne, Film, Fernsehen, Video, Audiovision)', 'Regie', 'Theater, Schauspiel', 'Theaterwissenschaft', 'Urheberrecht', 'Vertragsgestaltung, Vertragsausarbeitung', 'Verwertungsrechte, Lizenzen beschaffen und verwalten', 'Werbung']",I
100735,Interfacedesigner/in,Tätigkeit nach Studium,"['Arbeits-, Betriebs-, Organisationspsychologie', 'Benutzerschnittstellen, Benutzeroberflächen', 'Entwicklung', 'Entwurf', 'Ergonomie', 'Evaluation', 'Forschung', 'Gestaltung, Design', 'Mensch-Maschine-Kommunikation', 'Softwareergonomie', 'Softwaretechnik, Software-Engineering']","['Arbeitswissenschaft', 'Augmented Reality', 'Barrierefreies Webdesign (Accessibility)', 'Design Thinking', 'Industriedesign, Produktdesign', 'Informationstechnik, Computertechnik', 'Internet-, Intranettechnik', 'Kognitionswissenschaft (Cognitive Science)', 'Kommunikations-Design', 'Kraftfahrzeug-Design', 'Layout', 'Lehrtätigkeit (Hochschule)', 'Luft- und Raumfahrttechnik', 'Mediendesign', 'Medizintechnik, biomedizinische Technik', 'Projektmanagement', 'Typografie, Schriftgestaltung', 'Webdesign']",I
120097,Interkulturelle Kommunikation (grundständig),Studienfach,,,I
94150,Interkulturelle Kommunikation (weiterführend),Studienfach,,,I
94220,Interkulturelle Studien (grundständig),Studienfach,,,I
94411,Interkulturelle Studien (weiterführend),Studienfach,,,I
100728,Interkulturelle/r Kommunikationsberater/in,Tätigkeit nach Studium,"['Interkulturelle Kommunikation', 'Interkulturelles Management', 'Internationales Recht', 'Kultur-, Regionalwissenschaften', 'Organisationsberatung', 'Unternehmensberatung', 'Volkskunde, Kulturanthropologie']","['Deutsch als Fremdsprache unterrichten', 'Kommunikationspsychologie', 'Kommunikationswissenschaften', 'Mediation', 'Publizistik, Journalistik', 'Verhaltens-, Kommunikationstraining']",I
93838,Internationale Wirtschaft (grundständig),Studienfach,,,I
94292,Internationale Wirtschaft (weiterführend),Studienfach,,,I
76530,Internationale/r Luftverkehrsassistent/in,Ausbildung Berufsfachschule,"['Fluggastabfertigung', 'Flugscheinverkauf (Passageverkauf)', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Kundenberatung, -betreuung', 'Luftfrachtspedition', 'Luftrecht', 'Reservierung, Buchung (Reiseverkehr)', 'Verkauf', 'Zollvorschriften, Zollabwicklung']","['Buchführung, Buchhaltung', 'Charterverkehr', 'Einkauf, Beschaffung', 'Flugtouristik', 'IATA-Bestimmungen', 'Logistik', 'Luftfrachtmanagement', 'Marketing', 'Passageverkehr', 'Reklamationsbearbeitung', 'Schaltertätigkeit', 'Zahlungsverkehr', 'Zuverlässigkeitsüberprüfung nach § 7 Luftsicherheitsgesetz (LuftSiG)']",I
94354,"Internetbasierte Systeme, E-Services (grundständig)",Studienfach,,,I
93589,"Internetbasierte Systeme, E-Services (weiterführend)",Studienfach,,,I
59431,Internettechnologe/-technologin,Tätigkeit nach Studium,"['Angewandte Informatik', 'Datenbankentwicklung', 'Datenschutz', 'E-Commerce, E-Business', 'Entwicklung', 'Informationstechnik, Computertechnik', 'Internet-, Intranettechnik', 'Kundenberatung, -betreuung', 'Multimediasysteme, -technik', 'Nachrichtentechnik, Kommunikationstechnik', 'Netzwerkadministration, -management, -organisation', 'Programmieren', 'Sicherheitssysteme (IT), Datensicherheit', 'Softwaretechnik, Software-Engineering', 'Systembetreuung, Systemadministration, Systemverwaltung', 'Systemsoftware (Entwicklung, Programmierung, Analyse)', 'Webdesign']","['Consent-Management-Plattformen', 'Datenübernahme, Datenaufbereitung', 'Digitaltechnik', 'Elektronik', 'Hardwareinstallation, Softwareinstallation', 'Kalkulation', 'Lehrtätigkeit (Hochschule)', 'Mikrocomputer-, Mikroprozessortechnik', 'Multimedia-Programmierung', 'Online-Shop-Systeme', 'Suchmaschinenoptimierung (SEO)', 'Systemarchitektur', 'Technische Informatik', 'Web-Administration']",I
14716,Interviewer/in,Berufliche Einsatzmöglichkeit,"['Akquisition', 'Befragungen (Interviews) durchführen', 'Marktforschung', 'Meinungsforschung', 'Recherche, Informationsbeschaffung']","['Datenschutz', 'Einzelinterview', 'Firmeninterview', 'Gruppeninterview', 'Haushaltsinterview', 'Marketing', 'Psychologie', 'Sozialwissenschaften, Soziologie', 'Telefoninterview', 'Werbung']",I
15518,Investmentfondskaufmann/-frau,Duale Ausbildung,"['Buchführung, Buchhaltung', 'Depotgeschäft', 'Fondsbuchhaltung', 'Investmentfonds', 'Kundenberatung, -betreuung', 'Wertpapieranalyse, Aktienanalyse', 'Wertpapiergeschäft']","['Derivate', 'Fondsmanagement', 'Immobilienfonds', 'Investmentbanking', 'Kosten- und Leistungsrechnung', 'Marketing', 'Portfoliomanagement', 'Risikomanagement, Risikocontrolling', 'Sachbearbeitung', 'Wertpapierrecht, Aktienrecht', 'Zahlungsverkehr']",I
6783,Investor-Relations-Manager/in,Berufliche Einsatzmöglichkeit,"['Erfolgskontrolle (Marketing, Werbung)', 'Investor-Relations-Management', 'Kommunikationspsychologie', 'Konzeption (Werbung, Marketing, PR)', 'Kosten- und Leistungsrechnung', 'Öffentlichkeitsarbeit, Public Relations', 'Wertpapieranalyse, Aktienanalyse']","['Börsenhandel, -geschäft', 'Community-Management', 'Finanzwirtschaft', 'Kalkulation', 'Kundenberatung, -betreuung', 'Marktforschung', 'Meinungsforschung', 'Online-Redaktion', 'Präsentation', 'Redaktion', 'Unternehmensberatung']",I
59432,Iranist/in,Tätigkeit nach Studium,"['Fachpublikationen erstellen', 'Forschung', 'Iranistik', 'Linguistik, Phonetik', 'Literaturwissenschaften', 'Orientalistik', 'Persisch/Dari/Farsi', 'Sprachwissenschaft']","['Archäologie', 'Armenisch', 'Dolmetschen, Übersetzen', 'Interkulturelle Kommunikation', 'Islamwissenschaften', 'Kulturgeografie', 'Kulturgeschichte', 'Lehrtätigkeit (Hochschule)', 'Lektorat', 'Lexikografie', 'Literaturübersetzung', 'Publizistik, Journalistik', 'Recherche, Informationsbeschaffung', 'Redaktion', 'Unterricht, Schulung (außerschulischer Bereich)']",I
94062,Iranistik (grundständig),Studienfach,,,I
94397,Iranistik (weiterführend),Studienfach,,,I
93954,Islamwissenschaft (grundständig),Studienfach,,,I
93893,Islamwissenschaft (weiterführend),Studienfach,,,I
4280,Isolierfacharbeiter/in,Duale Ausbildung,"['Blechbearbeitung', 'Maschinenisolieren', 'Rohre und Behälter dämmen', 'Ummantelungen herstellen', 'Wärme- und Kältedämmungen herstellen']","['Brandschutz', 'Gebäudedämmung (Wärmeschutz) herstellen', 'Gerüstbau', 'Kunststoffschweißen', 'Kunststoffverarbeitung', 'Schalldämmungen herstellen', 'Trockenbau', 'Unterkonstruktionen anbringen (Dach, Fassade)', 'Zurichten']",I
2173,Isolierklempner/in,Berufliche Einsatzmöglichkeit,"['Blechbearbeitung', 'Montage (Metall, Anlagenbau)', 'Ummantelungen herstellen', 'Wärme- und Kältedämmungen herstellen']","['Arbeitsvorbereitung', 'Blechschlosserei', 'Bördeln', 'CNC-Kenntnisse, CNC-Programmieren', 'Dach- und Fassadenblecharbeiten', 'Feinblechbautechnik', 'Metallbau', 'Nieten', 'Qualitätsprüfung, Qualitätssicherung', 'Schalldämmungen herstellen', 'Wartung, Reparatur, Instandhaltung']",I
